location,
113.238241,23.100608
113.236198,23.12147
113.415794,22.923751
113.829408,23.299313
113.282354,23.113736
113.46964,23.109839
113.199257,23.068925
113.286427,23.246791
113.280397,23.099958
113.232178,23.091422
113.353965,22.953557
113.283029,23.148497
113.210177,23.395342
113.82159,23.27523
113.417297,22.922891
113.259784,23.178577
113.797357,23.171593
113.221244,23.105188
113.286567,23.123537
113.23907,23.14023
113.339886,23.011361
113.318841,23.118906
113.282178,23.132613
113.317838,23.114584
113.233193,23.088238
113.176709,23.397673
113.277876,23.115863
113.253355,23.089616
113.385856,22.787762
113.262782,23.099914
113.262434,23.117474
113.415088,22.804143
113.369787,22.950541
113.367961,23.132236
113.237233,23.17493
113.387392,22.779662
113.554069,22.800764
113.149555,23.460077
113.293034,23.06712
113.3206,23.119024
113.414356,22.805362
113.56923,22.741852
113.267539,23.129697
113.212229,23.112715
113.358644,23.134003
113.282137,23.125335
113.291067,23.145621
113.34801,23.078812
113.279455,23.118318
113.25239,23.089689
113.363998,23.110016
113.467907,23.097828
113.294164,23.124684
113.340113,23.099075
113.334184,23.15172
113.353665,22.939363
113.276,23.090348
113.375927,23.19003
113.259504,23.173089
113.360088,23.13127
113.273421,23.087304
113.309499,23.107748
113.323439,23.122498
113.345636,23.123661
113.571849,23.190072
113.30806,23.10782
113.281007,23.138152
113.3039,22.971328
113.608078,23.529744
113.269449,23.105871
113.272855,23.223754
113.602783,23.546075
113.327653,23.003163
113.262572,23.090715
113.207996,23.414086
113.286301,23.135227
113.314946,23.103594
113.275092,23.0938
113.453322,23.114727
113.236318,23.153179
113.290999,23.124649
113.428315,23.191335
113.820051,23.274948
113.407491,23.126389
113.357053,23.134235
113.369389,23.131229
113.454468,22.84777
113.321473,23.085595
113.258616,23.139382
113.316776,22.978215
113.230216,23.07808
113.368784,23.097024
113.327556,23.159171
113.240293,23.125029
113.333922,23.123663
113.329653,23.118326
113.360321,22.925472
113.278047,23.138573
113.295355,23.068952
113.282504,23.130756
113.343179,23.128443
113.268218,23.167433
113.306546,23.028925
113.237056,23.177074
113.249965,23.157204
113.222687,23.397892
113.344891,23.126465
113.249434,23.122476
113.251433,23.170853
113.427915,23.127559
113.264138,23.155057
113.31751,23.179095
113.35637,22.957005
113.397453,23.124221
113.280243,23.159302
113.373232,23.119851
113.352866,22.9396
113.804695,23.758503
113.308657,23.115224
113.343076,23.129437
113.230047,23.097642
113.808493,23.296775
113.359489,23.184306
113.594839,23.555089
113.293297,23.123123
113.254932,23.160947
113.266948,23.12582
113.291841,23.065813
113.234393,23.193052
113.416778,23.104843
113.243524,23.205185
113.26336,23.098961
113.271911,23.130428
113.336089,23.140973
113.281946,23.136524
113.246569,23.085645
113.350968,23.167893
113.256086,23.116476
113.270233,23.12271
113.310181,23.121552
113.275556,23.11047
113.531835,23.088096
113.243018,23.128909
113.153191,23.479215
113.291348,23.112387
113.589687,23.538624
113.328181,23.088778
113.286126,23.137793
113.268278,23.1527
113.345829,23.114282
113.272368,23.193187
113.408099,23.121334
113.261967,23.206463
113.359435,23.217221
113.265938,23.115959
113.823665,23.292163
113.274374,23.105
113.361101,23.123166
113.25634,23.120587
113.409104,23.117032
113.347383,23.149022
113.288327,23.197986
113.335358,23.133121
113.282275,23.117499
113.377718,23.127241
113.244303,23.117621
113.267102,23.091686
113.359982,22.965752
113.335262,23.089861
113.259898,23.097181
113.407389,23.154846
113.292331,23.072467
113.193315,23.154254
113.254531,23.133667
113.322993,23.149956
113.387721,23.098422
113.233318,23.128956
113.21268,23.103965
113.42617,23.112911
113.345383,23.122138
113.385544,23.010592
113.273703,23.116066
113.26144,23.13883
113.343886,23.1259
113.339416,23.014929
113.25437,23.133537
113.952903,23.771378
113.287298,23.126382
113.370658,23.102073
113.361783,23.12292
113.473858,23.09674
113.484684,23.195817
113.245045,23.11778
113.367792,23.122446
113.294561,23.073284
113.406239,23.120144
113.343181,23.128545
113.32985,23.12747
113.345663,23.141862
113.24309,23.137732
113.256279,23.233755
113.32244,22.978437
113.396735,23.125378
113.40512,22.944147
113.36107,22.92158
113.348207,23.006426
113.365295,22.941773
113.307394,23.19395
113.205514,23.416854
113.344735,23.126635
113.444233,23.188008
113.354115,22.952494
113.345127,22.967669
113.475219,22.875913
113.31287,22.978242
113.414285,23.037028
113.450357,23.058576
113.38205,23.009735
113.401956,22.904062
113.507389,22.97726
113.498956,22.976245
113.228514,23.101658
113.373721,22.957282
113.329231,23.009065
113.313664,23.020339
113.320558,23.029426
113.265058,23.09183
113.428396,23.083438
113.218317,23.410234
113.409261,23.119317
113.443557,23.101806
113.273635,23.126007
113.360745,23.29194
113.447046,23.096904
113.272978,23.17997
113.26498,23.091779
113.397274,22.937573
113.345199,23.122157
113.306723,22.971168
113.362786,22.958091
113.379556,23.132429
113.444089,23.097836
113.40919,22.939738
113.324107,23.310223
113.392322,23.0063
113.233021,23.093712
113.34207,22.969037
113.2696,23.094696
113.293217,23.067164
113.734559,23.718081
113.302249,23.068699
113.271676,23.117978
113.420061,23.032912
113.237534,23.093158
113.228564,23.085376
113.453417,23.043851
113.272673,23.000551
113.338603,23.143697
113.365708,23.194525
113.644721,23.63891
113.58198,23.538337
113.391428,23.003365
113.52295,23.349939
113.796508,23.310346
113.322688,23.437634
113.336918,23.217322
113.29764,23.342815
113.215822,23.405995
113.336818,23.137611
113.417596,23.109413
113.263597,23.162113
113.332719,23.216102
113.238507,23.21758
113.819443,23.285152
113.72215,23.165447
113.303448,23.283913
113.230188,23.254563
113.300226,23.33173
113.259651,23.196621
113.271575,23.199568
113.224318,23.391122
113.285561,23.223928
113.283407,23.222659
113.17556,23.464311
113.105173,23.337775
113.375026,23.190986
113.271585,23.214441
113.282044,23.223418
113.268635,23.158881
113.256974,23.246877
113.221686,23.158571
113.634443,23.357155
113.279961,23.217953
113.321455,23.311122
113.227744,23.282962
113.278596,23.2243
113.34686,23.242119
113.235502,23.174561
113.298923,23.294863
113.335524,23.267754
113.251103,23.256263
113.230363,23.256828
113.807386,23.287083
113.833354,23.295748
113.280633,23.235128
113.273704,23.204857
113.27565,23.204099
113.8947,23.415254
113.211793,23.380495
113.195681,23.381622
113.737598,23.188368
113.26903,23.202497
113.288114,23.221631
113.303462,23.27503
113.31769,23.213814
113.349489,23.28677
113.235869,23.249134
113.837672,23.292114
113.372391,23.356663
113.193691,23.332586
113.292487,23.488612
113.166514,23.469182
113.234241,23.162686
113.280133,23.137972
113.414675,23.072035
113.37868,22.94931
113.654076,23.649034
113.588474,23.532122
113.589065,23.533296
113.220409,23.152917
113.108091,23.331294
113.184853,23.455454
113.446274,23.600934
113.621152,23.281815
113.184434,23.392931
113.573814,23.121639
113.167701,23.452441
113.317308,23.118821
113.544692,23.493831
113.650686,22.604144
113.251625,23.107003
113.833315,23.299578
113.587528,23.112232
113.223566,23.387714
113.300353,23.314384
113.576795,23.542577
113.255624,23.117791
113.891765,23.41062
113.819998,23.275978
113.259203,23.295863
113.600564,23.127758
113.448189,22.84415
113.255856,23.120444
113.285906,23.117641
113.314893,23.155065
113.246565,23.139224
113.267921,23.114875
113.272702,23.115452
113.300141,23.120268
113.300416,23.131277
113.276741,23.13982
113.809851,23.296699
113.613318,23.123642
113.462537,23.260527
113.227332,23.176901
113.31699,23.124784
113.826941,23.289096
113.223369,23.390543
113.37156,23.35606
113.287794,23.142203
113.252196,23.156334
113.274122,23.143558
113.555142,22.8002
113.53516,23.593985
113.23582,23.093367
113.37018,23.201841
113.295437,23.136694
113.33725,23.097586
113.298012,23.082395
113.241581,23.121049
113.45272,22.846959
113.57611,22.750953
113.362285,23.12694
113.340293,23.153061
113.318301,23.124402
113.391556,23.221303
113.230798,23.061158
113.254053,23.164685
113.509282,22.83244
113.319838,23.132911
113.296435,23.070922
113.425985,23.118287
113.373157,23.134328
113.378954,23.132505
113.224953,23.087295
113.409973,23.124024
113.415376,23.381887
113.172789,23.397499
113.268582,23.166002
113.275615,23.089854
113.644619,23.638906
113.580959,22.74811
113.281509,23.102436
113.391924,23.014185
113.254793,23.221096
113.372391,23.356659
113.261842,23.099974
113.280337,23.068022
113.203351,23.401907
113.315808,23.064054
113.282047,23.127209
113.363296,22.954795
113.48831,23.158191
113.273286,23.095743
113.275939,23.090515
113.267484,23.121716
113.322695,23.07993
113.292412,23.072321
113.432528,22.955539
113.307993,23.020631
113.371952,22.950107
113.325945,23.148614
113.298118,23.137825
113.300256,23.131184
113.25305,23.154731
113.384879,23.002578
113.344426,23.012838
113.407296,22.938555
113.395371,23.124988
113.392567,23.061133
113.379101,22.963934
113.3835,23.126371
113.417357,22.922241
113.348964,23.241259
113.268205,23.172458
113.213957,23.107283
113.260972,23.296863
113.226462,23.393672
113.225977,23.179104
113.265514,23.149994
113.243762,23.200261
113.326959,23.187213
113.247854,23.115174
113.854764,23.187832
113.234327,23.163906
113.400205,22.806114
113.249982,23.115289
113.241982,23.115623
113.315637,23.248624
113.229221,23.277761
113.285173,23.206578
113.362392,23.288475
113.288968,23.203648
113.278842,23.239194
